shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,exception_flag
SHP003734,ORD103734,CUST6713,2026-07-04,Chennai_WH05,Mumbai,Bengaluru,Delhivery,Van,19.17,803,1755.44,Delayed,True
SHP003735,ORD103735,CUST5994,2026-07-04,Bengaluru_WH03,Jaipur,Kolkata,DHL,Truck,15.0,2500,4760.0,Delivered,False
SHP003736,ORD103736,CUST8161,2026-07-04,Delhi_WH01,Hyderabad,Delhi,DHL,Bike,35.86,1885,3903.32,In Transit,True
SHP003737,ORD103737,CUST7545,2026-07-04,Chennai_WH05,Pune,Jaipur,Ecom Express,Mini Truck,2.12,168,407.84,Delivered,False
SHP003738,ORD103738,CUST7254,2026-07-04,Hyderabad_WH04,Hyderabad,Ahmedabad,Delhivery,Van,37.05,2371,4792.4,Delivered,False
SHP003739,ORD103739,CUST4366,2026-07-04,Chennai_WH05,Delhi,Chennai,FedEx,Bike,17.29,1456,2908.28,Delivered,False
SHP003740,ORD103740,CUST3017,2026-07-04,Mumbai_WH02,Bengaluru,Ahmedabad,Ecom Express,Van,18.56,2167,4203.32,Delivered,False
SHP003741,ORD103741,CUST5922,2026-07-04,Mumbai_WH02,Mumbai,Ahmedabad,Blue Dart,Mini Truck,42.59,1505,3300.08,Delivered,False
SHP003742,ORD103742,CUST4819,2026-07-04,Chennai_WH05,Hyderabad,Kolkata,Ecom Express,Mini Truck,8.3,410,917.6,Delivered,False
SHP003743,ORD103743,CUST7229,2026-07-04,Bengaluru_WH03,Ahmedabad,Bengaluru,Delhivery,Van,21.68,1644,3299.36,In Transit,True
SHP003744,ORD103744,CUST6736,2026-07-04,Mumbai_WH02,Hyderabad,Chennai,FedEx,Van,7.56,2428,4541.12,Delivered,False
SHP003745,ORD103745,CUST3845,2026-07-04,Chennai_WH05,Lucknow,Ahmedabad,FedEx,Mini Truck,0.92,1533,2850.44,Delivered,False
SHP003746,ORD103746,CUST7709,2026-07-04,Chennai_WH05,Delhi,Mumbai,Blue Dart,Bike,36.75,1478,3181.4,Delivered,False
SHP003747,ORD103747,CUST4217,2026-07-04,Hyderabad_WH04,Chennai,Lucknow,FedEx,Mini Truck,8.8,1612,3087.2,In Transit,True
SHP003748,ORD103748,CUST1255,2026-07-04,Hyderabad_WH04,Lucknow,Bengaluru,Delhivery,Truck,45.17,84,773.24,Delivered,False
SHP003749,ORD103749,CUST4617,2026-07-04,Chennai_WH05,Hyderabad,Mumbai,DHL,Bike,25.84,714,1675.28,Delivered,False
SHP003750,ORD103750,CUST3098,2026-07-04,Delhi_WH01,Hyderabad,Ahmedabad,Ecom Express,Truck,1.71,634,1241.72,Delivered,False
SHP003751,ORD103751,CUST9867,2026-07-04,Bengaluru_WH03,Ahmedabad,Delhi,FedEx,Truck,8.59,1395,2694.08,In Transit,True
SHP003752,ORD103752,CUST1572,2026-07-04,Mumbai_WH02,Kolkata,Chennai,FedEx,Truck,41.69,1365,3037.28,Delayed,True
SHP003753,ORD103753,CUST2928,2026-07-04,Delhi_WH01,Jaipur,Kolkata,Delhivery,Mini Truck,32.42,620,1585.04,Delivered,False
SHP003754,ORD103754,CUST6771,2026-07-04,Mumbai_WH02,Delhi,Chennai,DHL,Mini Truck,27.36,2027,4056.92,Delivered,False
SHP003755,ORD103755,CUST8583,2026-07-04,Bengaluru_WH03,Lucknow,Jaipur,Blue Dart,Mini Truck,45.86,1189,2770.52,Delivered,False
SHP003756,ORD103756,CUST7769,2026-07-04,Hyderabad_WH04,Ahmedabad,Bengaluru,Blue Dart,Bike,32.53,682,1697.96,Delivered,False
SHP003757,ORD103757,CUST5562,2026-07-04,Chennai_WH05,Jaipur,Kolkata,DHL,Van,7.91,2061,3884.72,Delivered,False
SHP003758,ORD103758,CUST2466,2026-07-04,Chennai_WH05,Chennai,Hyderabad,Ecom Express,Bike,20.62,541,1301.24,In Transit,True
SHP003759,ORD103759,CUST5528,2026-07-04,Delhi_WH01,Delhi,Lucknow,Delhivery,Truck,41.24,1960,4102.88,Delivered,False
SHP003760,ORD103760,CUST1407,2026-07-04,Chennai_WH05,Kolkata,Pune,FedEx,Truck,43.2,1696,3651.2,In Transit,True
SHP003761,ORD103761,CUST5746,2026-07-04,Mumbai_WH02,Delhi,Jaipur,FedEx,Mini Truck,47.67,1095,2623.04,Delivered,False
SHP003762,ORD103762,CUST2549,2026-07-04,Delhi_WH01,Hyderabad,Kolkata,Blue Dart,Truck,18.44,624,1424.48,Delivered,False
SHP003763,ORD103763,CUST4069,2026-07-04,Delhi_WH01,Mumbai,Delhi,DHL,Bike,44.37,721,1910.24,Delivered,False
SHP003764,ORD103764,CUST5087,2026-07-04,Delhi_WH01,Kolkata,Pune,DHL,Mini Truck,34.32,2105,4280.84,In Transit,True
SHP003765,ORD103765,CUST7841,2026-07-04,Delhi_WH01,Hyderabad,Mumbai,FedEx,Van,21.29,418,1087.88,Delivered,False
SHP003766,ORD103766,CUST3305,2026-07-04,Chennai_WH05,Lucknow,Pune,FedEx,Van,12.86,1385,2727.32,Delivered,False
SHP003767,ORD103767,CUST8272,2026-07-04,Hyderabad_WH04,Chennai,Bengaluru,FedEx,Van,16.83,1078,2222.36,Delivered,False
SHP003768,ORD103768,CUST4189,2026-07-04,Delhi_WH01,Lucknow,Jaipur,Delhivery,Truck,46.95,1002,2447.0,Delivered,False
SHP003769,ORD103769,CUST7500,2026-07-04,Mumbai_WH02,Lucknow,Ahmedabad,Delhivery,Mini Truck,28.65,2006,4034.6,In Transit,True
SHP003770,ORD103770,CUST1257,2026-07-04,Chennai_WH05,Lucknow,Jaipur,Blue Dart,Truck,30.74,2255,4507.88,In Transit,True
SHP003771,ORD103771,CUST9102,2026-07-04,Hyderabad_WH04,Ahmedabad,Delhi,FedEx,Mini Truck,2.88,2379,4396.76,Delivered,False
SHP003772,ORD103772,CUST7106,2026-07-04,Chennai_WH05,Ahmedabad,Chennai,Blue Dart,Mini Truck,21.61,252,792.92,Delivered,False
SHP003773,ORD103773,CUST8602,2026-07-04,Chennai_WH05,Lucknow,Jaipur,DHL,Truck,26.66,517,1330.52,Delivered,False
SHP003774,ORD103774,CUST3070,2026-07-04,Mumbai_WH02,Delhi,Mumbai,FedEx,Van,23.5,1840,3674.0,Delivered,False
SHP003775,ORD103775,CUST1937,2026-07-04,Bengaluru_WH03,Kolkata,Delhi,Blue Dart,Truck,4.54,1723,3235.88,Delivered,False
SHP003776,ORD103776,CUST8949,2026-07-04,Mumbai_WH02,Ahmedabad,Chennai,Ecom Express,Bike,45.05,1199,2778.8,In Transit,True
SHP003777,ORD103777,CUST4769,2026-07-04,Delhi_WH01,Jaipur,Hyderabad,Delhivery,Bike,15.66,444,1067.12,Delivered,False
SHP003778,ORD103778,CUST6099,2026-07-04,Delhi_WH01,Mumbai,Lucknow,FedEx,Mini Truck,1.4,1791,3320.6,Delivered,False
SHP003779,ORD103779,CUST9090,2026-07-04,Bengaluru_WH03,Hyderabad,Delhi,DHL,Bike,41.96,744,1922.72,Delayed,True
SHP003780,ORD103780,CUST2379,2026-07-04,Mumbai_WH02,Delhi,Lucknow,FedEx,Bike,38.06,1455,3155.72,Delivered,False
SHP003781,ORD103781,CUST1259,2026-07-04,Mumbai_WH02,Mumbai,Lucknow,Blue Dart,Bike,23.81,1959,3891.92,Delivered,False
SHP003782,ORD103782,CUST6966,2026-07-04,Bengaluru_WH03,Lucknow,Kolkata,FedEx,Bike,17.53,506,1201.16,Delivered,False
SHP003783,ORD103783,CUST1237,2026-07-04,Chennai_WH05,Bengaluru,Lucknow,Ecom Express,Truck,26.5,2245,4439.0,Delivered,False
SHP003784,ORD103784,CUST3006,2026-07-04,Mumbai_WH02,Chennai,Jaipur,FedEx,Bike,0.69,191,432.08,Delivered,False
SHP003785,ORD103785,CUST1129,2026-07-04,Mumbai_WH02,Delhi,Kolkata,Ecom Express,Truck,38.14,2251,4589.48,Delivered,False
SHP003786,ORD103786,CUST4364,2026-07-04,Mumbai_WH02,Ahmedabad,Mumbai,DHL,Mini Truck,28.16,1669,3422.12,In Transit,True
SHP003787,ORD103787,CUST6822,2026-07-04,Hyderabad_WH04,Hyderabad,Kolkata,Delhivery,Bike,14.75,2196,4209.8,Delayed,True
SHP003788,ORD103788,CUST2842,2026-07-04,Delhi_WH01,Chennai,Jaipur,FedEx,Bike,29.72,386,1131.44,Returned,True
SHP003789,ORD103789,CUST5110,2026-07-04,Delhi_WH01,Mumbai,Hyderabad,Delhivery,Bike,42.53,962,2321.96,Cancelled,True
SHP003790,ORD103790,CUST7042,2026-07-04,Bengaluru_WH03,Ahmedabad,Kolkata,Ecom Express,Bike,41.73,2146,4443.56,In Transit,True
SHP003791,ORD103791,CUST8089,2026-07-04,Delhi_WH01,Ahmedabad,Mumbai,DHL,Bike,0.57,1665,3083.84,In Transit,True
SHP003792,ORD103792,CUST1793,2026-07-04,Delhi_WH01,Ahmedabad,Bengaluru,FedEx,Truck,29.11,1883,3818.72,In Transit,True
SHP003793,ORD103793,CUST2934,2026-07-04,Bengaluru_WH03,Jaipur,Kolkata,FedEx,Bike,27.95,1214,2600.6,In Transit,True
SHP003794,ORD103794,CUST1870,2026-07-04,Mumbai_WH02,Delhi,Bengaluru,Ecom Express,Mini Truck,6.71,513,1083.92,In Transit,True
SHP003795,ORD103795,CUST4067,2026-07-04,Delhi_WH01,Jaipur,Kolkata,Blue Dart,Truck,45.73,484,1499.96,Delivered,False
SHP003796,ORD103796,CUST5498,2026-07-04,Bengaluru_WH03,Kolkata,Bengaluru,Ecom Express,Bike,29.5,1585,3287.0,In Transit,True
SHP003797,ORD103797,CUST5083,2026-07-04,Delhi_WH01,Ahmedabad,Pune,DHL,Mini Truck,38.11,656,1718.12,Delivered,False
SHP003798,ORD103798,CUST3960,2026-07-04,Bengaluru_WH03,Kolkata,Delhi,Ecom Express,Van,42.6,245,1032.2,Delivered,False
SHP003799,ORD103799,CUST9081,2026-07-04,Delhi_WH01,Mumbai,Pune,FedEx,Bike,7.36,1039,2038.52,Delivered,False
SHP003800,ORD103800,CUST4063,2026-07-04,Chennai_WH05,Jaipur,Delhi,DHL,Van,2.48,1914,3554.96,Delayed,True
SHP003801,ORD103801,CUST8321,2026-07-04,Mumbai_WH02,Delhi,Chennai,Delhivery,Bike,4.61,1792,3360.92,Delivered,False
SHP003802,ORD103802,CUST3558,2026-07-04,Hyderabad_WH04,Ahmedabad,Pune,FedEx,Bike,9.49,1554,2991.08,Delivered,False
SHP003803,ORD103803,CUST3976,2026-07-04,Mumbai_WH02,Delhi,Bengaluru,FedEx,Mini Truck,49.77,1962,4208.84,Delivered,False
SHP003804,ORD103804,CUST7800,2026-07-04,Chennai_WH05,Mumbai,Lucknow,DHL,Bike,5.6,760,1515.2,Delivered,False
SHP003805,ORD103805,CUST4488,2026-07-04,Mumbai_WH02,Lucknow,Kolkata,FedEx,Mini Truck,11.88,1102,2206.16,Delivered,False
SHP003806,ORD103806,CUST1722,2026-07-04,Chennai_WH05,Delhi,Hyderabad,Blue Dart,Bike,7.39,821,1646.48,Delivered,False
SHP003807,ORD103807,CUST7215,2026-07-04,Hyderabad_WH04,Pune,Mumbai,DHL,Bike,12.98,1349,2663.96,Delivered,False
SHP003808,ORD103808,CUST2613,2026-07-04,Bengaluru_WH03,Lucknow,Hyderabad,Blue Dart,Bike,2.48,1229,2321.96,Delivered,False
SHP003809,ORD103809,CUST6405,2026-07-04,Hyderabad_WH04,Pune,Chennai,FedEx,Mini Truck,18.97,90,469.64,Delivered,False
SHP003810,ORD103810,CUST1711,2026-07-04,Delhi_WH01,Bengaluru,Ahmedabad,Delhivery,Truck,47.41,2150,4518.92,Cancelled,True
SHP003811,ORD103811,CUST9363,2026-07-04,Chennai_WH05,Delhi,Lucknow,DHL,Truck,18.05,1628,3227.0,Delivered,False
SHP003812,ORD103812,CUST2062,2026-07-04,Chennai_WH05,Delhi,Bengaluru,FedEx,Truck,30.19,2461,4872.08,Delivered,False
SHP003813,ORD103813,CUST8131,2026-07-04,Bengaluru_WH03,Mumbai,Jaipur,FedEx,Bike,21.22,1772,3524.24,Delivered,False
SHP003814,ORD103814,CUST4376,2026-07-04,Bengaluru_WH03,Mumbai,Jaipur,Blue Dart,Bike,27.83,239,844.16,Delivered,False
SHP003815,ORD103815,CUST7656,2026-07-04,Chennai_WH05,Chennai,Mumbai,Blue Dart,Truck,15.52,2361,4516.04,Delivered,False
SHP003816,ORD103816,CUST3369,2026-07-04,Mumbai_WH02,Lucknow,Jaipur,Delhivery,Bike,23.99,1536,3132.68,In Transit,True
SHP003817,ORD103817,CUST9792,2026-07-04,Delhi_WH01,Delhi,Kolkata,FedEx,Mini Truck,29.42,425,1198.04,Delivered,False
SHP003818,ORD103818,CUST8053,2026-07-04,Hyderabad_WH04,Pune,Chennai,DHL,Bike,21.32,503,1241.24,Delivered,False
SHP003819,ORD103819,CUST4719,2026-07-04,Mumbai_WH02,Ahmedabad,Kolkata,DHL,Bike,15.52,787,1682.84,Delivered,False
SHP003820,ORD103820,CUST6379,2026-07-04,Hyderabad_WH04,Jaipur,Hyderabad,DHL,Bike,20.79,864,1884.68,Cancelled,True
SHP003821,ORD103821,CUST4004,2026-07-04,Chennai_WH05,Pune,Mumbai,FedEx,Bike,24.75,524,1320.2,Delivered,False
SHP003822,ORD103822,CUST7879,2026-07-04,Mumbai_WH02,Mumbai,Bengaluru,Delhivery,Mini Truck,17.24,937,1973.48,Delivered,False
SHP003823,ORD103823,CUST3515,2026-07-04,Mumbai_WH02,Delhi,Pune,Ecom Express,Van,3.48,1778,3322.16,Delivered,False
SHP003824,ORD103824,CUST5857,2026-07-04,Hyderabad_WH04,Chennai,Kolkata,FedEx,Van,18.94,1665,3304.28,Delivered,False
SHP003825,ORD103825,CUST7885,2026-07-04,Mumbai_WH02,Ahmedabad,Lucknow,DHL,Truck,30.59,2288,4565.48,Delivered,False
SHP003826,ORD103826,CUST9137,2026-07-04,Delhi_WH01,Delhi,Bengaluru,Blue Dart,Mini Truck,46.57,1985,4211.84,Delivered,False
SHP003827,ORD103827,CUST6790,2026-07-04,Hyderabad_WH04,Jaipur,Delhi,FedEx,Truck,42.36,220,984.32,Delivered,False
SHP003828,ORD103828,CUST5423,2026-07-04,Hyderabad_WH04,Pune,Bengaluru,FedEx,Bike,6.22,663,1348.04,In Transit,True
SHP003829,ORD103829,CUST3235,2026-07-04,Delhi_WH01,Jaipur,Chennai,Ecom Express,Bike,18.45,925,1966.4,Delivered,False
SHP003830,ORD103830,CUST6590,2026-07-04,Mumbai_WH02,Hyderabad,Ahmedabad,FedEx,Van,47.74,2109,4449.08,Delivered,False
SHP003831,ORD103831,CUST5102,2026-07-04,Mumbai_WH02,Jaipur,Ahmedabad,Delhivery,Mini Truck,41.67,1863,3933.44,Delivered,False
SHP003832,ORD103832,CUST8870,2026-07-04,Chennai_WH05,Chennai,Mumbai,Delhivery,Mini Truck,11.65,739,1550.0,Returned,True
SHP003833,ORD103833,CUST9314,2026-07-04,Bengaluru_WH03,Kolkata,Mumbai,DHL,Truck,21.16,1581,3179.72,In Transit,True
SHP003834,ORD103834,CUST3117,2026-07-04,Hyderabad_WH04,Bengaluru,Chennai,DHL,Bike,36.09,592,1578.68,Delivered,False
SHP003835,ORD103835,CUST8469,2026-07-04,Bengaluru_WH03,Lucknow,Ahmedabad,Ecom Express,Truck,25.14,463,1215.08,Delivered,False
SHP003836,ORD103836,CUST7482,2026-07-04,Chennai_WH05,Delhi,Kolkata,Blue Dart,Van,32.97,1756,3636.44,Delivered,False
SHP003837,ORD103837,CUST2102,2026-07-04,Bengaluru_WH03,Chennai,Bengaluru,FedEx,Bike,18.06,726,1603.52,Delivered,False
SHP003838,ORD103838,CUST2804,2026-07-04,Hyderabad_WH04,Kolkata,Jaipur,Blue Dart,Bike,10.07,2492,4686.44,Delivered,False
SHP003839,ORD103839,CUST1469,2026-07-04,Bengaluru_WH03,Ahmedabad,Kolkata,Delhivery,Van,25.5,370,1052.0,Delivered,False
SHP003840,ORD103840,CUST2782,2026-07-04,Hyderabad_WH04,Mumbai,Lucknow,Ecom Express,Van,36.83,1336,2926.76,Delivered,False
SHP003841,ORD103841,CUST8042,2026-07-04,Mumbai_WH02,Ahmedabad,Bengaluru,FedEx,Truck,40.21,1705,3631.52,Delivered,False
SHP003842,ORD103842,CUST6939,2026-07-04,Chennai_WH05,Mumbai,Chennai,DHL,Bike,10.95,1993,3798.8,Delivered,False
SHP003843,ORD103843,CUST9291,2026-07-04,Chennai_WH05,Mumbai,Delhi,Delhivery,Truck,30.63,889,2047.76,Delivered,False
SHP003844,ORD103844,CUST3835,2026-07-04,Hyderabad_WH04,Ahmedabad,Lucknow,Ecom Express,Van,12.88,2130,4068.56,Delivered,False
SHP003845,ORD103845,CUST9861,2026-07-04,Delhi_WH01,Pune,Kolkata,Blue Dart,Mini Truck,16.02,1117,2282.84,In Transit,True
SHP003846,ORD103846,CUST4961,2026-07-04,Bengaluru_WH03,Mumbai,Lucknow,DHL,Truck,14.65,1570,3081.8,In Transit,True
SHP003847,ORD103847,CUST5440,2026-07-04,Chennai_WH05,Kolkata,Mumbai,DHL,Truck,31.75,374,1134.2,Delivered,False
SHP003848,ORD103848,CUST8488,2026-07-04,Chennai_WH05,Pune,Bengaluru,Blue Dart,Bike,12.89,313,798.08,Delivered,False
SHP003849,ORD103849,CUST6578,2026-07-04,Hyderabad_WH04,Lucknow,Pune,FedEx,Mini Truck,28.76,1856,3765.92,Delivered,False
SHP003850,ORD103850,CUST7558,2026-07-04,Mumbai_WH02,Chennai,Hyderabad,DHL,Truck,32.91,94,644.12,Delivered,False
SHP003851,ORD103851,CUST9574,2026-07-04,Delhi_WH01,Delhi,Hyderabad,Blue Dart,Van,19.85,1366,2777.0,Delivered,False
SHP003852,ORD103852,CUST1610,2026-07-04,Bengaluru_WH03,Jaipur,Pune,Delhivery,Mini Truck,12.44,1198,2385.68,Delivered,False
SHP003853,ORD103853,CUST9451,2026-07-04,Chennai_WH05,Hyderabad,Ahmedabad,Delhivery,Bike,16.95,1349,2711.6,Delayed,True
SHP003854,ORD103854,CUST9656,2026-07-04,Delhi_WH01,Ahmedabad,Jaipur,Delhivery,Mini Truck,30.89,904,2077.88,Delivered,False
SHP003855,ORD103855,CUST9224,2026-07-04,Mumbai_WH02,Mumbai,Ahmedabad,Blue Dart,Mini Truck,8.53,248,628.76,Delivered,False
SHP003856,ORD103856,CUST9825,2026-07-04,Hyderabad_WH04,Hyderabad,Jaipur,DHL,Mini Truck,20.18,597,1396.76,Delivered,False
SHP003857,ORD103857,CUST1047,2026-07-04,Bengaluru_WH03,Jaipur,Mumbai,Ecom Express,Van,33.4,2394,4790.0,Delivered,False
SHP003858,ORD103858,CUST6042,2026-07-04,Bengaluru_WH03,Ahmedabad,Chennai,Blue Dart,Bike,9.18,2442,4585.76,Delivered,False
SHP003859,ORD103859,CUST2560,2026-07-04,Hyderabad_WH04,Pune,Hyderabad,DHL,Truck,25.98,817,1862.36,In Transit,True
SHP003860,ORD103860,CUST8472,2026-07-04,Delhi_WH01,Chennai,Lucknow,DHL,Bike,28.17,2004,4025.24,Delivered,False
SHP003861,ORD103861,CUST3728,2026-07-04,Bengaluru_WH03,Pune,Kolkata,FedEx,Truck,32.33,1584,3319.16,Delivered,False
SHP003862,ORD103862,CUST1511,2026-07-04,Mumbai_WH02,Bengaluru,Ahmedabad,Blue Dart,Mini Truck,32.14,1395,2976.68,Delayed,True
SHP003863,ORD103863,CUST6585,2026-07-04,Bengaluru_WH03,Pune,Kolkata,Delhivery,Mini Truck,6.92,2035,3826.04,Delivered,False
SHP003864,ORD103864,CUST4832,2026-07-04,Hyderabad_WH04,Pune,Kolkata,DHL,Truck,7.12,304,712.64,Delivered,False
SHP003865,ORD103865,CUST2531,2026-07-04,Bengaluru_WH03,Hyderabad,Kolkata,DHL,Bike,20.46,1239,2555.72,In Transit,True
SHP003866,ORD103866,CUST4312,2026-07-04,Bengaluru_WH03,Mumbai,Bengaluru,Delhivery,Mini Truck,25.02,1290,2702.24,Delivered,False
SHP003867,ORD103867,CUST6488,2026-07-04,Chennai_WH05,Kolkata,Jaipur,FedEx,Van,45.1,1957,4143.8,Delivered,False
SHP003868,ORD103868,CUST2304,2026-07-04,Hyderabad_WH04,Mumbai,Bengaluru,FedEx,Bike,45.98,730,1945.76,In Transit,True
SHP003869,ORD103869,CUST1757,2026-07-04,Chennai_WH05,Kolkata,Delhi,Delhivery,Mini Truck,21.82,615,1448.84,Delivered,False
SHP003870,ORD103870,CUST6975,2026-07-04,Delhi_WH01,Pune,Hyderabad,DHL,Truck,43.2,1158,2682.8,Delayed,True
SHP003871,ORD103871,CUST9397,2026-07-04,Hyderabad_WH04,Hyderabad,Ahmedabad,FedEx,Mini Truck,1.31,874,1668.92,Delivered,False
SHP003872,ORD103872,CUST4100,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,Blue Dart,Van,43.21,2299,4736.72,Delivered,False
SHP003873,ORD103873,CUST8317,2026-07-04,Bengaluru_WH03,Mumbai,Chennai,Delhivery,Truck,48.65,1382,3151.4,Delivered,False
SHP003874,ORD103874,CUST8197,2026-07-04,Mumbai_WH02,Kolkata,Hyderabad,FedEx,Truck,12.16,2296,4358.72,Cancelled,True
SHP003875,ORD103875,CUST4085,2026-07-04,Delhi_WH01,Delhi,Pune,Delhivery,Van,17.83,1870,3659.96,Delivered,False
SHP003876,ORD103876,CUST8289,2026-07-04,Hyderabad_WH04,Mumbai,Delhi,Ecom Express,Truck,17.76,1634,3234.32,Delivered,False
SHP003877,ORD103877,CUST7787,2026-07-04,Mumbai_WH02,Mumbai,Ahmedabad,DHL,Mini Truck,1.26,1514,2820.32,In Transit,True
SHP003878,ORD103878,CUST3156,2026-07-04,Mumbai_WH02,Pune,Bengaluru,FedEx,Mini Truck,24.86,1373,2849.72,Delivered,False
SHP003879,ORD103879,CUST5192,2026-07-04,Bengaluru_WH03,Lucknow,Bengaluru,Ecom Express,Mini Truck,49.58,2181,4600.76,Delivered,False
SHP003880,ORD103880,CUST4521,2026-07-04,Hyderabad_WH04,Ahmedabad,Mumbai,Ecom Express,Bike,40.62,57,670.04,Delivered,False
SHP003881,ORD103881,CUST8371,2026-07-04,Mumbai_WH02,Ahmedabad,Bengaluru,Ecom Express,Mini Truck,0.63,915,1734.56,Delivered,False
SHP003882,ORD103882,CUST4458,2026-07-04,Delhi_WH01,Jaipur,Delhi,Ecom Express,Truck,24.97,1076,2316.44,Delivered,False
SHP003883,ORD103883,CUST6118,2026-07-04,Delhi_WH01,Delhi,Mumbai,Delhivery,Mini Truck,24.9,812,1840.4,Delivered,False
SHP003884,ORD103884,CUST5518,2026-07-04,Mumbai_WH02,Hyderabad,Lucknow,FedEx,Bike,46.74,752,1994.48,Delivered,False
SHP003885,ORD103885,CUST2526,2026-07-04,Delhi_WH01,Mumbai,Hyderabad,Ecom Express,Mini Truck,9.36,1275,2487.32,In Transit,True
SHP003886,ORD103886,CUST9368,2026-07-04,Mumbai_WH02,Lucknow,Ahmedabad,Blue Dart,Truck,31.21,826,1941.32,Delivered,False
SHP003887,ORD103887,CUST7479,2026-07-04,Delhi_WH01,Chennai,Mumbai,Ecom Express,Van,27.8,1958,3938.0,Delivered,False
SHP003888,ORD103888,CUST9787,2026-07-04,Chennai_WH05,Bengaluru,Pune,Ecom Express,Bike,5.48,1128,2176.16,In Transit,True
SHP003889,ORD103889,CUST3033,2026-07-04,Bengaluru_WH03,Chennai,Bengaluru,Ecom Express,Truck,5.01,1975,3695.12,Delivered,False
SHP003890,ORD103890,CUST5329,2026-07-04,Mumbai_WH02,Kolkata,Pune,DHL,Bike,33.6,1470,3129.2,Delivered,False
SHP003891,ORD103891,CUST6885,2026-07-04,Mumbai_WH02,Jaipur,Delhi,DHL,Truck,14.09,2210,4227.08,Returned,True
SHP003892,ORD103892,CUST9351,2026-07-04,Hyderabad_WH04,Jaipur,Chennai,DHL,Bike,47.67,1181,2777.84,In Transit,True
SHP003893,ORD103893,CUST8855,2026-07-04,Delhi_WH01,Delhi,Pune,Ecom Express,Truck,28.24,890,2020.88,Delivered,False
SHP003894,ORD103894,CUST8705,2026-07-04,Delhi_WH01,Kolkata,Chennai,DHL,Truck,1.57,1713,3182.24,Delivered,False
SHP003895,ORD103895,CUST7733,2026-07-04,Delhi_WH01,Pune,Delhi,Ecom Express,Mini Truck,31.6,495,1350.2,Delivered,False
SHP003896,ORD103896,CUST2092,2026-07-04,Bengaluru_WH03,Bengaluru,Chennai,Ecom Express,Mini Truck,7.74,87,329.48,Delivered,False
SHP003897,ORD103897,CUST7378,2026-07-04,Hyderabad_WH04,Ahmedabad,Pune,Ecom Express,Bike,19.01,1555,3107.12,Delayed,True
SHP003898,ORD103898,CUST6020,2026-07-04,Chennai_WH05,Hyderabad,Delhi,FedEx,Van,44.75,824,2100.2,Delivered,False
SHP003899,ORD103899,CUST8571,2026-07-04,Mumbai_WH02,Kolkata,Pune,Ecom Express,Mini Truck,31.11,1079,2395.52,Delivered,False
SHP003900,ORD103900,CUST9265,2026-07-04,Chennai_WH05,Pune,Mumbai,FedEx,Truck,38.45,1930,4015.4,Delivered,False
SHP003901,ORD103901,CUST2852,2026-07-04,Delhi_WH01,Pune,Bengaluru,Ecom Express,Bike,37.98,1279,2837.96,Delayed,True
SHP003902,ORD103902,CUST7082,2026-07-04,Delhi_WH01,Ahmedabad,Lucknow,Delhivery,Truck,33.55,710,1760.6,Delivered,False
SHP003903,ORD103903,CUST3160,2026-07-04,Hyderabad_WH04,Mumbai,Ahmedabad,Delhivery,Truck,14.12,1082,2197.04,Delivered,False
SHP003904,ORD103904,CUST8166,2026-07-04,Bengaluru_WH03,Pune,Bengaluru,FedEx,Van,41.28,476,1432.16,Returned,True
SHP003905,ORD103905,CUST2026,2026-07-04,Bengaluru_WH03,Pune,Delhi,Delhivery,Truck,38.56,2404,4869.92,Delivered,False
SHP003906,ORD103906,CUST3598,2026-07-04,Mumbai_WH02,Mumbai,Chennai,Delhivery,Truck,42.52,1976,4147.04,Delivered,False
SHP003907,ORD103907,CUST3433,2026-07-04,Bengaluru_WH03,Jaipur,Chennai,FedEx,Van,3.99,2238,4156.28,Delivered,False
SHP003908,ORD103908,CUST1794,2026-07-04,Chennai_WH05,Ahmedabad,Chennai,Ecom Express,Bike,28.69,1100,2404.28,Delivered,False
SHP003909,ORD103909,CUST8151,2026-07-04,Chennai_WH05,Bengaluru,Kolkata,FedEx,Van,3.06,545,1097.72,Delivered,False
SHP003910,ORD103910,CUST6945,2026-07-04,Delhi_WH01,Bengaluru,Hyderabad,Ecom Express,Van,23.29,1876,3736.28,Returned,True
SHP003911,ORD103911,CUST3585,2026-07-04,Chennai_WH05,Kolkata,Hyderabad,Blue Dart,Bike,47.79,964,2388.68,Delivered,False
SHP003912,ORD103912,CUST1958,2026-07-04,Delhi_WH01,Delhi,Bengaluru,Delhivery,Truck,37.92,1694,3584.24,Delivered,False
SHP003913,ORD103913,CUST2904,2026-07-04,Chennai_WH05,Jaipur,Mumbai,Blue Dart,Van,9.18,2160,4078.16,Delayed,True
SHP003914,ORD103914,CUST7894,2026-07-04,Hyderabad_WH04,Ahmedabad,Pune,Delhivery,Van,42.57,58,695.24,Delivered,False
SHP003915,ORD103915,CUST8877,2026-07-04,Hyderabad_WH04,Delhi,Jaipur,DHL,Bike,2.12,872,1675.04,Returned,True
SHP003916,ORD103916,CUST6975,2026-07-04,Hyderabad_WH04,Ahmedabad,Bengaluru,Ecom Express,Truck,48.95,1380,3151.4,Delivered,False
