shipment_id,order_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP004821,ORD104821,2026-07-05,Chennai_WH05,Lucknow,Ahmedabad,Ecom Express,Truck,3.58,402,846.56,In Transit
SHP004822,ORD104822,2026-07-05,Hyderabad_WH04,Lucknow,Chennai,DHL,Truck,42.35,1550,3378.2,In Transit
SHP004823,ORD104823,2026-07-05,Hyderabad_WH04,Mumbai,Delhi,Delhivery,Truck,28.18,2152,4291.76,Delivered
SHP004824,ORD104824,2026-07-05,Delhi_WH01,Jaipur,Kolkata,Delhivery,Truck,22.9,2451,4766.6,In Transit
SHP004825,ORD104825,2026-07-05,Delhi_WH01,Mumbai,Ahmedabad,Delhivery,Truck,11.28,2293,4342.76,Delivered
SHP004826,ORD104826,2026-07-05,Mumbai_WH02,Chennai,Jaipur,Ecom Express,Mini Truck,43.03,459,1422.56,In Transit
SHP004827,ORD104827,2026-07-05,Delhi_WH01,Bengaluru,Ahmedabad,DHL,Mini Truck,11.17,115,421.04,Delivered
SHP004828,ORD104828,2026-07-05,Bengaluru_WH03,Pune,Mumbai,DHL,Bike,4.78,2432,4514.96,Delivered
SHP004829,ORD104829,2026-07-05,Bengaluru_WH03,Lucknow,Kolkata,DHL,Bike,35.94,2222,4510.88,Delivered
SHP004830,ORD104830,2026-07-05,Delhi_WH01,Mumbai,Bengaluru,DHL,Bike,19.43,720,1609.16,Delivered
SHP004831,ORD104831,2026-07-05,Chennai_WH05,Hyderabad,Mumbai,Delhivery,Mini Truck,3.18,1018,1950.56,Delivered
SHP004832,ORD104832,2026-07-05,Chennai_WH05,Hyderabad,Lucknow,DHL,Van,18.19,1570,3124.28,Delivered
SHP004833,ORD104833,2026-07-05,Delhi_WH01,Chennai,Ahmedabad,FedEx,Mini Truck,38.25,1302,2882.6,Cancelled
SHP004834,ORD104834,2026-07-05,Delhi_WH01,Ahmedabad,Hyderabad,Delhivery,Bike,23.86,606,1457.12,Delivered
SHP004835,ORD104835,2026-07-05,Hyderabad_WH04,Kolkata,Chennai,FedEx,Bike,32.29,212,849.08,Delivered
SHP004836,ORD104836,2026-07-05,Delhi_WH01,Hyderabad,Kolkata,Blue Dart,Van,41.33,1114,2581.16,Delayed
SHP004837,ORD104837,2026-07-05,Hyderabad_WH04,Bengaluru,Lucknow,DHL,Van,21.69,899,1958.48,Delivered
SHP004838,ORD104838,2026-07-05,Delhi_WH01,Lucknow,Kolkata,Ecom Express,Van,48.96,342,1283.12,Delivered
SHP004839,ORD104839,2026-07-05,Delhi_WH01,Lucknow,Hyderabad,Ecom Express,Bike,35.05,2157,4383.2,Delivered
SHP004840,ORD104840,2026-07-05,Chennai_WH05,Delhi,Bengaluru,Ecom Express,Bike,43.13,1383,3086.96,Delivered
SHP004841,ORD104841,2026-07-05,Bengaluru_WH03,Jaipur,Ahmedabad,Ecom Express,Bike,43.42,1264,2876.24,In Transit
SHP004842,ORD104842,2026-07-05,Mumbai_WH02,Bengaluru,Lucknow,FedEx,Bike,37.87,1360,2982.44,Delivered
SHP004843,ORD104843,2026-07-05,Chennai_WH05,Delhi,Hyderabad,Ecom Express,Bike,36.21,1045,2395.52,Delivered
SHP004844,ORD104844,2026-07-05,Delhi_WH01,Lucknow,Chennai,DHL,Bike,42.09,1496,3277.88,Delivered
SHP004845,ORD104845,2026-07-05,Mumbai_WH02,Mumbai,Pune,Blue Dart,Truck,2.97,94,284.84,Delivered
SHP004846,ORD104846,2026-07-05,Mumbai_WH02,Jaipur,Delhi,Ecom Express,Truck,6.66,2424,4523.12,Delivered
SHP004847,ORD104847,2026-07-05,Delhi_WH01,Delhi,Jaipur,DHL,Truck,9.78,2086,3952.16,Delivered
SHP004848,ORD104848,2026-07-05,Mumbai_WH02,Chennai,Pune,Ecom Express,Truck,37.37,1749,3676.64,Delivered
SHP004849,ORD104849,2026-07-05,Bengaluru_WH03,Kolkata,Delhi,Blue Dart,Van,9.62,665,1392.44,Delivered
SHP004850,ORD104850,2026-07-05,Bengaluru_WH03,Ahmedabad,Mumbai,Delhivery,Mini Truck,5.47,676,1362.44,In Transit
SHP004851,ORD104851,2026-07-05,Chennai_WH05,Ahmedabad,Mumbai,Blue Dart,Van,9.19,1954,3707.48,Delivered
SHP004852,ORD104852,2026-07-05,Hyderabad_WH04,Pune,Ahmedabad,Blue Dart,Mini Truck,32.28,2152,4340.96,In Transit
SHP004853,ORD104853,2026-07-05,Bengaluru_WH03,Kolkata,Delhi,DHL,Truck,2.88,1468,2756.96,Delivered
SHP004854,ORD104854,2026-07-05,Delhi_WH01,Kolkata,Hyderabad,Delhivery,Bike,16.86,1311,2642.12,In Transit
SHP004855,ORD104855,2026-07-05,Bengaluru_WH03,Jaipur,Bengaluru,Delhivery,Mini Truck,17.09,1204,2452.28,Delivered
SHP004856,ORD104856,2026-07-05,Bengaluru_WH03,Bengaluru,Hyderabad,FedEx,Truck,30.7,1483,3117.8,Delivered
SHP004857,ORD104857,2026-07-05,Hyderabad_WH04,Pune,Lucknow,DHL,Mini Truck,24.08,2401,4690.76,Delivered
SHP004858,ORD104858,2026-07-05,Bengaluru_WH03,Ahmedabad,Chennai,DHL,Truck,22.57,1725,3455.84,Delayed
SHP004859,ORD104859,2026-07-05,Chennai_WH05,Bengaluru,Jaipur,FedEx,Mini Truck,6.96,1132,2201.12,Delivered
SHP004860,ORD104860,2026-07-05,Hyderabad_WH04,Lucknow,Hyderabad,DHL,Mini Truck,20.07,1008,2135.24,Delivered
SHP004861,ORD104861,2026-07-05,Delhi_WH01,Pune,Bengaluru,Ecom Express,Bike,31.16,290,975.92,Delivered
SHP004862,ORD104862,2026-07-05,Bengaluru_WH03,Ahmedabad,Hyderabad,Ecom Express,Mini Truck,20.01,422,1079.72,Delivered
SHP004863,ORD104863,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,Ecom Express,Mini Truck,36.51,2021,4155.92,Delivered
SHP004864,ORD104864,2026-07-05,Chennai_WH05,Jaipur,Mumbai,FedEx,Bike,42.86,1572,3423.92,Cancelled
SHP004865,ORD104865,2026-07-05,Chennai_WH05,Kolkata,Delhi,DHL,Bike,26.4,417,1147.4,Delivered
SHP004866,ORD104866,2026-07-05,Delhi_WH01,Lucknow,Mumbai,Ecom Express,Mini Truck,26.37,1302,2740.04,In Transit
SHP004867,ORD104867,2026-07-05,Chennai_WH05,Hyderabad,Chennai,Ecom Express,Van,23.52,1884,3753.44,Delivered
SHP004868,ORD104868,2026-07-05,Chennai_WH05,Hyderabad,Pune,Blue Dart,Mini Truck,46.02,2400,4952.24,In Transit
SHP004869,ORD104869,2026-07-05,Bengaluru_WH03,Kolkata,Mumbai,Delhivery,Van,45.93,1706,3701.96,Delivered
SHP004870,ORD104870,2026-07-05,Mumbai_WH02,Mumbai,Chennai,Blue Dart,Bike,36.57,219,913.04,Delivered
SHP004871,ORD104871,2026-07-05,Mumbai_WH02,Hyderabad,Mumbai,Ecom Express,Bike,30.22,2007,4055.24,Cancelled
SHP004872,ORD104872,2026-07-05,Delhi_WH01,Bengaluru,Kolkata,FedEx,Mini Truck,47.65,1002,2455.4,Delayed
SHP004873,ORD104873,2026-07-05,Bengaluru_WH03,Delhi,Pune,Blue Dart,Bike,23.52,2133,4201.64,Delivered
SHP004874,ORD104874,2026-07-05,Mumbai_WH02,Ahmedabad,Hyderabad,Delhivery,Bike,42.7,1543,3369.8,Delivered
SHP004875,ORD104875,2026-07-05,Hyderabad_WH04,Delhi,Lucknow,FedEx,Bike,49.73,1788,3895.16,Delivered
SHP004876,ORD104876,2026-07-05,Bengaluru_WH03,Pune,Lucknow,Blue Dart,Mini Truck,45.88,102,814.16,Delivered
SHP004877,ORD104877,2026-07-05,Delhi_WH01,Chennai,Hyderabad,FedEx,Van,0.76,214,474.32,Delivered
SHP004878,ORD104878,2026-07-05,Chennai_WH05,Hyderabad,Chennai,Blue Dart,Truck,23.72,2155,4243.64,Delivered
SHP004879,ORD104879,2026-07-05,Mumbai_WH02,Hyderabad,Chennai,Delhivery,Mini Truck,18.77,534,1266.44,Delivered
SHP004880,ORD104880,2026-07-05,Mumbai_WH02,Jaipur,Lucknow,Delhivery,Truck,37.58,734,1852.16,In Transit
SHP004881,ORD104881,2026-07-05,Chennai_WH05,Jaipur,Mumbai,FedEx,Truck,47.76,350,1283.12,Delivered
SHP004882,ORD104882,2026-07-05,Bengaluru_WH03,Jaipur,Kolkata,Delhivery,Mini Truck,0.72,217,479.24,Delivered
SHP004883,ORD104883,2026-07-05,Hyderabad_WH04,Bengaluru,Ahmedabad,Ecom Express,Truck,34.19,1444,3089.48,Delivered
SHP004884,ORD104884,2026-07-05,Bengaluru_WH03,Chennai,Kolkata,Blue Dart,Van,44.43,159,899.36,In Transit
SHP004885,ORD104885,2026-07-05,Delhi_WH01,Jaipur,Delhi,FedEx,Mini Truck,14.74,2170,4162.88,Delayed
SHP004886,ORD104886,2026-07-05,Delhi_WH01,Hyderabad,Lucknow,DHL,Bike,14.88,90,420.56,Delivered
SHP004887,ORD104887,2026-07-05,Mumbai_WH02,Delhi,Kolkata,DHL,Bike,21.01,2251,4383.92,Delayed
SHP004888,ORD104888,2026-07-05,Delhi_WH01,Delhi,Chennai,Ecom Express,Bike,26.65,1515,3126.8,In Transit
SHP004889,ORD104889,2026-07-05,Chennai_WH05,Jaipur,Hyderabad,FedEx,Bike,34.85,1445,3099.2,Delivered
SHP004890,ORD104890,2026-07-05,Chennai_WH05,Mumbai,Bengaluru,Blue Dart,Van,1.56,2012,3720.32,In Transit
SHP004891,ORD104891,2026-07-05,Hyderabad_WH04,Delhi,Bengaluru,Delhivery,Truck,34.31,448,1298.12,In Transit
SHP004892,ORD104892,2026-07-05,Bengaluru_WH03,Hyderabad,Bengaluru,DHL,Truck,23.78,2007,3977.96,Delivered
SHP004893,ORD104893,2026-07-05,Hyderabad_WH04,Mumbai,Chennai,Delhivery,Bike,7.88,433,953.96,Delivered
SHP004894,ORD104894,2026-07-05,Chennai_WH05,Pune,Lucknow,FedEx,Bike,27.23,1485,3079.76,In Transit
SHP004895,ORD104895,2026-07-05,Delhi_WH01,Ahmedabad,Kolkata,Blue Dart,Van,49.46,2116,4482.32,Delivered
SHP004896,ORD104896,2026-07-05,Bengaluru_WH03,Ahmedabad,Jaipur,DHL,Van,15.97,278,772.04,Delivered
SHP004897,ORD104897,2026-07-05,Chennai_WH05,Jaipur,Ahmedabad,FedEx,Mini Truck,32.42,1074,2402.24,Delivered
SHP004898,ORD104898,2026-07-05,Chennai_WH05,Hyderabad,Delhi,DHL,Truck,31.58,1470,3104.96,In Transit
SHP004899,ORD104899,2026-07-05,Chennai_WH05,Delhi,Hyderabad,FedEx,Van,10.07,1409,2737.04,Cancelled
SHP004900,ORD104900,2026-07-05,Mumbai_WH02,Jaipur,Bengaluru,Ecom Express,Van,20.72,2297,4463.24,Delayed
SHP004901,ORD104901,2026-07-05,Hyderabad_WH04,Bengaluru,Jaipur,Ecom Express,Bike,2.66,332,709.52,Delayed
SHP004902,ORD104902,2026-07-05,Chennai_WH05,Pune,Chennai,Ecom Express,Mini Truck,32.86,192,819.92,Delivered
SHP004903,ORD104903,2026-07-05,Bengaluru_WH03,Hyderabad,Delhi,Ecom Express,Truck,41.78,95,752.36,Delivered
SHP004904,ORD104904,2026-07-05,Delhi_WH01,Delhi,Jaipur,Blue Dart,Van,16.56,2484,4749.92,Delayed
SHP004905,ORD104905,2026-07-05,Mumbai_WH02,Jaipur,Ahmedabad,DHL,Truck,15.01,2345,4481.12,In Transit
SHP004906,ORD104906,2026-07-05,Delhi_WH01,Mumbai,Ahmedabad,DHL,Bike,20.66,716,1616.72,Delivered
SHP004907,ORD104907,2026-07-05,Hyderabad_WH04,Lucknow,Delhi,Delhivery,Mini Truck,30.07,1545,3221.84,Delivered
SHP004908,ORD104908,2026-07-05,Hyderabad_WH04,Ahmedabad,Jaipur,DHL,Van,41.1,2171,4481.0,Delayed
SHP004909,ORD104909,2026-07-05,Hyderabad_WH04,Lucknow,Hyderabad,FedEx,Mini Truck,43.92,86,761.84,In Transit
SHP004910,ORD104910,2026-07-05,Bengaluru_WH03,Chennai,Bengaluru,Ecom Express,Van,19.96,2030,3973.52,Delivered
SHP004911,ORD104911,2026-07-05,Delhi_WH01,Delhi,Kolkata,Blue Dart,Truck,20.48,1117,2336.36,In Transit
SHP004912,ORD104912,2026-07-05,Mumbai_WH02,Kolkata,Mumbai,FedEx,Bike,45.65,1998,4224.2,In Transit
SHP004913,ORD104913,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,Delhivery,Truck,16.1,528,1223.6,In Transit
SHP004914,ORD104914,2026-07-05,Bengaluru_WH03,Delhi,Kolkata,DHL,Mini Truck,36.44,1072,2446.88,Delayed
SHP004915,ORD104915,2026-07-05,Hyderabad_WH04,Lucknow,Kolkata,Blue Dart,Mini Truck,20.75,1552,3122.6,Delivered
SHP004916,ORD104916,2026-07-05,Mumbai_WH02,Delhi,Hyderabad,DHL,Truck,45.83,1948,4136.36,Delivered
SHP004917,ORD104917,2026-07-05,Bengaluru_WH03,Ahmedabad,Delhi,FedEx,Mini Truck,20.91,434,1112.12,Delivered
SHP004918,ORD104918,2026-07-05,Hyderabad_WH04,Delhi,Pune,Ecom Express,Mini Truck,32.93,334,1076.36,Delivered
SHP004919,ORD104919,2026-07-05,Hyderabad_WH04,Delhi,Pune,FedEx,Bike,40.45,144,824.6,Delivered
SHP004920,ORD104920,2026-07-05,Chennai_WH05,Ahmedabad,Lucknow,Delhivery,Bike,25.9,1203,2556.2,Delivered
SHP004921,ORD104921,2026-07-05,Bengaluru_WH03,Bengaluru,Hyderabad,FedEx,Van,45.86,526,1577.12,Delivered
SHP004922,ORD104922,2026-07-05,Bengaluru_WH03,Lucknow,Bengaluru,Delhivery,Mini Truck,12.38,1934,3709.76,Delivered
SHP004923,ORD104923,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,FedEx,Truck,12.41,1580,3072.92,Delivered
SHP004924,ORD104924,2026-07-05,Mumbai_WH02,Kolkata,Delhi,Blue Dart,Mini Truck,1.63,1879,3481.76,Delivered
SHP004925,ORD104925,2026-07-05,Hyderabad_WH04,Pune,Kolkata,Delhivery,Truck,6.15,1243,2391.2,Delivered
SHP004926,ORD104926,2026-07-05,Delhi_WH01,Lucknow,Hyderabad,Ecom Express,Mini Truck,18.83,1365,2762.96,Delivered
SHP004927,ORD104927,2026-07-05,Delhi_WH01,Jaipur,Lucknow,Blue Dart,Van,28.54,1685,3455.48,In Transit
SHP004928,ORD104928,2026-07-05,Hyderabad_WH04,Delhi,Mumbai,DHL,Van,39.46,394,1262.72,Delivered
SHP004929,ORD104929,2026-07-05,Mumbai_WH02,Kolkata,Pune,FedEx,Mini Truck,28.52,559,1428.44,Delivered
SHP004930,ORD104930,2026-07-05,Delhi_WH01,Bengaluru,Mumbai,Ecom Express,Bike,16.19,2304,4421.48,Delivered
SHP004931,ORD104931,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,Blue Dart,Bike,28.71,1964,3959.72,Delivered
SHP004932,ORD104932,2026-07-05,Mumbai_WH02,Lucknow,Kolkata,DHL,Truck,33.74,255,943.88,Delivered
SHP004933,ORD104933,2026-07-05,Chennai_WH05,Mumbai,Hyderabad,Ecom Express,Van,46.58,1607,3531.56,Delivered
SHP004934,ORD104934,2026-07-05,Delhi_WH01,Mumbai,Delhi,DHL,Mini Truck,16.83,1384,2773.16,Delivered
SHP004935,ORD104935,2026-07-05,Mumbai_WH02,Ahmedabad,Hyderabad,Delhivery,Bike,31.06,1080,2396.72,Delivered
SHP004936,ORD104936,2026-07-05,Chennai_WH05,Mumbai,Lucknow,Ecom Express,Mini Truck,6.22,1098,2131.04,In Transit
SHP004937,ORD104937,2026-07-05,Chennai_WH05,Hyderabad,Delhi,DHL,Mini Truck,28.31,826,1906.52,In Transit
SHP004938,ORD104938,2026-07-05,Hyderabad_WH04,Chennai,Ahmedabad,DHL,Truck,36.04,2135,4355.48,Delivered
SHP004939,ORD104939,2026-07-05,Mumbai_WH02,Hyderabad,Chennai,Blue Dart,Truck,20.52,1197,2480.84,Delivered
SHP004940,ORD104940,2026-07-05,Bengaluru_WH03,Mumbai,Hyderabad,Delhivery,Van,21.28,2339,4545.56,Delivered
SHP004941,ORD104941,2026-07-05,Delhi_WH01,Delhi,Kolkata,Ecom Express,Mini Truck,2.29,1026,1954.28,Delivered
SHP004942,ORD104942,2026-07-05,Hyderabad_WH04,Hyderabad,Jaipur,FedEx,Truck,37.51,1075,2465.12,Delivered
SHP004943,ORD104943,2026-07-05,Hyderabad_WH04,Chennai,Pune,Delhivery,Bike,45.32,2394,4933.04,In Transit
SHP004944,ORD104944,2026-07-05,Hyderabad_WH04,Delhi,Ahmedabad,FedEx,Van,32.03,173,775.76,Delivered
SHP004945,ORD104945,2026-07-05,Chennai_WH05,Lucknow,Ahmedabad,FedEx,Mini Truck,36.56,2271,4606.52,In Transit
SHP004946,ORD104946,2026-07-05,Delhi_WH01,Kolkata,Lucknow,Delhivery,Truck,15.33,2054,3961.16,In Transit
SHP004947,ORD104947,2026-07-05,Bengaluru_WH03,Kolkata,Jaipur,Ecom Express,Mini Truck,25.63,1788,3605.96,Delivered
SHP004948,ORD104948,2026-07-05,Mumbai_WH02,Bengaluru,Hyderabad,Delhivery,Mini Truck,26.21,375,1069.52,Delivered
SHP004949,ORD104949,2026-07-05,Chennai_WH05,Jaipur,Kolkata,Ecom Express,Van,21.81,2076,4078.52,Delivered
SHP004950,ORD104950,2026-07-05,Mumbai_WH02,Lucknow,Pune,DHL,Van,42.54,1390,3092.48,Delivered
SHP004951,ORD104951,2026-07-05,Chennai_WH05,Lucknow,Ahmedabad,Delhivery,Bike,1.3,1104,2082.8,Delayed
SHP004952,ORD104952,2026-07-05,Hyderabad_WH04,Ahmedabad,Chennai,DHL,Truck,41.38,2447,4981.16,In Transit
SHP004953,ORD104953,2026-07-05,Hyderabad_WH04,Jaipur,Delhi,Ecom Express,Van,27.19,1985,3979.28,Delivered
SHP004954,ORD104954,2026-07-05,Mumbai_WH02,Mumbai,Kolkata,DHL,Mini Truck,45.21,593,1689.92,Delivered
SHP004955,ORD104955,2026-07-05,Delhi_WH01,Hyderabad,Lucknow,Blue Dart,Van,6.15,69,278.0,Delivered
SHP004956,ORD104956,2026-07-05,Chennai_WH05,Delhi,Hyderabad,Blue Dart,Truck,30.14,1840,3753.68,Delivered
SHP004957,ORD104957,2026-07-05,Chennai_WH05,Jaipur,Chennai,FedEx,Mini Truck,2.76,1092,2078.72,In Transit
SHP004958,ORD104958,2026-07-05,Bengaluru_WH03,Chennai,Delhi,FedEx,Truck,7.24,1919,3621.08,In Transit
SHP004959,ORD104959,2026-07-05,Hyderabad_WH04,Pune,Delhi,Delhivery,Truck,34.09,865,2046.08,Delivered
SHP004960,ORD104960,2026-07-05,Mumbai_WH02,Mumbai,Jaipur,DHL,Van,11.23,1490,2896.76,Delivered
SHP004961,ORD104961,2026-07-05,Delhi_WH01,Chennai,Lucknow,Blue Dart,Bike,25.5,739,1716.2,Delivered
SHP004962,ORD104962,2026-07-05,Hyderabad_WH04,Delhi,Pune,DHL,Van,18.32,60,407.84,Delivered
SHP004963,ORD104963,2026-07-05,Hyderabad_WH04,Chennai,Mumbai,Delhivery,Bike,22.04,242,780.08,In Transit
SHP004964,ORD104964,2026-07-05,Mumbai_WH02,Kolkata,Jaipur,DHL,Truck,11.96,1141,2277.32,In Transit
SHP004965,ORD104965,2026-07-05,Delhi_WH01,Ahmedabad,Pune,FedEx,Van,36.33,1477,3174.56,Delayed
SHP004966,ORD104966,2026-07-05,Chennai_WH05,Mumbai,Delhi,DHL,Van,39.73,251,1008.56,Delivered
SHP004967,ORD104967,2026-07-05,Hyderabad_WH04,Jaipur,Chennai,DHL,Van,33.78,1141,2539.16,Delivered
SHP004968,ORD104968,2026-07-05,Chennai_WH05,Chennai,Kolkata,Delhivery,Mini Truck,12.55,2327,4419.2,In Transit
SHP004969,ORD104969,2026-07-05,Chennai_WH05,Ahmedabad,Kolkata,Ecom Express,Van,4.82,768,1520.24,In Transit
SHP004970,ORD104970,2026-07-05,Delhi_WH01,Kolkata,Bengaluru,Blue Dart,Bike,42.46,481,1455.32,Delivered
SHP004971,ORD104971,2026-07-05,Hyderabad_WH04,Bengaluru,Delhi,FedEx,Truck,1.03,70,218.36,Delivered
SHP004972,ORD104972,2026-07-05,Bengaluru_WH03,Hyderabad,Ahmedabad,Ecom Express,Bike,45.42,1182,2752.64,Delivered
SHP004973,ORD104973,2026-07-05,Bengaluru_WH03,Mumbai,Chennai,DHL,Truck,8.25,713,1462.4,Delivered
SHP004974,ORD104974,2026-07-05,Delhi_WH01,Hyderabad,Mumbai,Ecom Express,Van,14.83,2358,4502.36,Delivered
SHP004975,ORD104975,2026-07-05,Hyderabad_WH04,Pune,Hyderabad,Blue Dart,Mini Truck,30.7,2320,4624.4,Delivered
SHP004976,ORD104976,2026-07-05,Chennai_WH05,Ahmedabad,Delhi,FedEx,Mini Truck,44.88,195,969.56,Returned
SHP004977,ORD104977,2026-07-05,Mumbai_WH02,Kolkata,Chennai,DHL,Bike,11.11,2265,4290.32,Delivered
SHP004978,ORD104978,2026-07-05,Hyderabad_WH04,Delhi,Kolkata,Delhivery,Mini Truck,47.06,1435,3227.72,Delivered
SHP004979,ORD104979,2026-07-05,Hyderabad_WH04,Chennai,Bengaluru,Delhivery,Van,45.63,1805,3876.56,Delivered
SHP004980,ORD104980,2026-07-05,Chennai_WH05,Bengaluru,Delhi,Ecom Express,Truck,45.15,604,1709.0,Cancelled
SHP004981,ORD104981,2026-07-05,Mumbai_WH02,Jaipur,Mumbai,Ecom Express,Van,44.66,866,2174.72,Delivered
SHP004982,ORD104982,2026-07-05,Hyderabad_WH04,Kolkata,Bengaluru,FedEx,Bike,22.66,2460,4779.92,Delivered
SHP004983,ORD104983,2026-07-05,Bengaluru_WH03,Jaipur,Mumbai,Ecom Express,Mini Truck,42.16,1260,2853.92,Delivered
SHP004984,ORD104984,2026-07-05,Bengaluru_WH03,Hyderabad,Pune,FedEx,Van,46.37,2454,5053.64,Delivered
SHP004985,ORD104985,2026-07-05,Chennai_WH05,Hyderabad,Kolkata,Delhivery,Van,18.26,716,1587.92,Delivered
SHP004986,ORD104986,2026-07-05,Mumbai_WH02,Chennai,Ahmedabad,Delhivery,Bike,8.56,1260,2450.72,Delivered
SHP004987,ORD104987,2026-07-05,Hyderabad_WH04,Delhi,Kolkata,Blue Dart,Truck,32.56,842,1986.32,Delivered
SHP004988,ORD104988,2026-07-05,Hyderabad_WH04,Mumbai,Chennai,Delhivery,Truck,1.23,2471,4542.56,Delivered
SHP004989,ORD104989,2026-07-05,Bengaluru_WH03,Mumbai,Delhi,Delhivery,Van,15.2,130,496.4,In Transit
SHP004990,ORD104990,2026-07-05,Delhi_WH01,Hyderabad,Ahmedabad,DHL,Truck,17.27,435,1070.24,Delayed
SHP004991,ORD104991,2026-07-05,Delhi_WH01,Ahmedabad,Delhi,DHL,Bike,40.74,2100,4348.88,In Transit
SHP004992,ORD104992,2026-07-05,Hyderabad_WH04,Jaipur,Bengaluru,Delhivery,Truck,46.38,2460,5064.56,In Transit
SHP004993,ORD104993,2026-07-05,Delhi_WH01,Lucknow,Jaipur,Ecom Express,Mini Truck,48.4,130,894.8,Delivered
SHP004994,ORD104994,2026-07-05,Mumbai_WH02,Delhi,Pune,DHL,Bike,13.3,388,938.0,Returned
SHP004995,ORD104995,2026-07-05,Bengaluru_WH03,Ahmedabad,Pune,DHL,Mini Truck,35.64,765,1884.68,Delivered
SHP004996,ORD104996,2026-07-05,Bengaluru_WH03,Kolkata,Chennai,Delhivery,Bike,49.59,1039,2545.28,Delivered
SHP004997,ORD104997,2026-07-05,Delhi_WH01,Pune,Ahmedabad,FedEx,Mini Truck,36.96,131,759.32,Delivered
SHP004998,ORD104998,2026-07-05,Hyderabad_WH04,Mumbai,Lucknow,Delhivery,Bike,41.14,1319,2947.88,In Transit
SHP004999,ORD104999,2026-07-05,Bengaluru_WH03,Ahmedabad,Kolkata,Delhivery,Bike,33.09,940,2169.08,Delivered
SHP005000,ORD105000,2026-07-05,Chennai_WH05,Bengaluru,Mumbai,Ecom Express,Bike,2.13,1075,2040.56,Delivered
